Management_River,Metric,2017_Q1,2017_Q2,2017_Q3,2017_Q4,2018_Q1,2018_Q2,2018_Q3,2018_Q4,2019_Q1,2019_Q2,2019_Q3,2019_Q4,2020_Q1,2020_Q2,2020_Q3,2020_Q4,2021_Q1,2021_Q2,2021_Q3,2021_Q4,2022_Q1,2022_Q2,2022_Q3,2022_Q4
Holitna,Total_Run_Proportion,0.004372488238307285,0.026837053006306188,0.04204752533558263,0.027210619280257857,0.00459553251775691,0.01953237399412299,0.05271254183224148,0.016165761861749964,0.014927424790774168,0.041807706249355266,0.05118137938537581,2.0117623590947708e-4,0.00596107765864717,0.01728718739215385,0.030499450796490666,0.04232856838520701,0.005316308513234257,0.019721724374656257,0.05327856737820447,0.025675455770422052,0.007486998018163316,0.026591606992858015,0.04426519147001146,0.02035230819184768
Holitna,Within_Quartile_Proportion,0.10158801265926906,0.10123670982998902,0.09778515682028859,0.1039098943348245,0.048693240069871725,0.07462897065660327,0.11183904995606474,0.0936758210807627,0.06533755098543928,0.10313138179326616,0.14131451124136046,0.0506722193069949,0.04828535565724579,0.07094864939960212,0.10366060604901586,0.12498730098651653,0.038894694090257205,0.08966789093826058,0.12797494126511025,0.11308126368029905,0.07918011191667415,0.08574981398854924,0.10692093363592807,0.11223455236450795
Holokuk,Total_Run_Proportion,8.605017703162122e-4,0.0020600594328050183,0.004687315639839334,0.0037570170355855454,8.436422035156383e-4,0.0016012066007245974,0.007680523871213532,0.002992448920104716,0.001704598914664379,0.00545527405366471,0.0049298475170754365,2.3094601781558476e-5,0.0016362254208423272,0.0035118543048774362,0.0033168119532656242,0.0026332427642534856,4.4753332384824923e-4,0.0018924596009522632,0.004027357450822858,0.00325263870569575,7.518499025242595e-4,0.0036642090526560708,0.004857912702538252,0.002491579888239771
Holokuk,Within_Quartile_Proportion,0.019992429932767116,0.00777110806400413,0.010900757922131549,0.01434701794769771,0.008939045081311615,0.006117863627667095,0.016295599928668265,0.01734035871803359,0.0074610537355005,0.013457087261850695,0.013611571253763548,0.00581706244275007,0.013253597907115435,0.014413062933089924,0.011273079621017206,0.007775408394424666,0.00327420270718716,0.008604362269727193,0.009673699173703813,0.0143254514515472,0.007951325655755365,0.011815955491701021,0.011734108549583792,0.013740031391083938
Johnson,Total_Run_Proportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson,Within_Quartile_Proportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kisaralik,Total_Run_Proportion,0.004488980551345424,0.012871511951510532,0.02742663648588677,0.01962289461040239,0.006252508357396399,0.013583531209182906,0.03512425409486946,0.01588649721852375,0.010737117704492472,0.026752655569824098,0.019591234497866625,4.78629493101666e-4,0.00571185165764118,0.01517102239112418,0.015625544757609067,0.014077870846211258,0.003356359917745577,0.013595986458460203,0.02703486042226012,0.019330592708755284,0.005441636844411017,0.019110102265459845,0.0270251001274568,0.016226559470017436
Kisaralik,Within_Quartile_Proportion,0.10429453167696388,0.04855486629631449,0.06378301525288356,0.07493445424778222,0.06625018739595111,0.05189973079197589,0.07452236359398826,0.09205756485648105,0.0469965171680195,0.06599353523724662,0.054092440667434474,0.12055707540008147,0.04626659885072263,0.062263659451618734,0.05310762643654397,0.0415689721582846,0.024555495967275357,0.061816269601756284,0.06493764462714413,0.08513686653669461,0.05754902209204285,0.061624245387104815,0.06527813031577454,0.08948275651913382
Kwethluk,Total_Run_Proportion,0.0015044107985753778,0.01096360345370867,0.019383310686120675,0.017200414862966085,0.0025992676850077052,0.013003027691507867,0.029719113082868964,0.017819554897923685,0.006654822646193834,0.01848168461799072,0.01403939660924584,0.0014271011294578703,0.0041481309884277544,0.009199928603289597,0.011414663320703927,0.014596642687349426,0.0022981331379242805,0.007732958373533334,0.020412755842358535,0.015082855489854802,0.002195615370396738,0.012684840576008742,0.021472076652019962,0.008453091733869635
Kwethluk,Within_Quartile_Proportion,0.03495266194462798,0.041357713206191325,0.04507756544556256,0.06568366829573329,0.02754126206329564,0.049681752577977634,0.0630543938348264,0.10325906385559135,0.029128253535966746,0.04559067797578901,0.03876352090905282,0.35945787074815605,0.03360029705342452,0.0377575885636791,0.038795810638196544,0.043100795575074874,0.016813393194871094,0.035159099422317944,0.049031371497679326,0.06642874712529744,0.02322013046246696,0.04090473810624866,0.05186500739054887,0.04661530072677462
Lower Kusko,Total_Run_Proportion,1.0469909745862198e-4,6.032687614126539e-4,0.0010394453963012194,7.386398434940047e-4,1.2349738952344567e-4,6.827389150971208e-4,0.0011413818301441755,5.195513991732528e-4,4.408041232843994e-4,9.247828054053372e-4,9.676414246540247e-4,4.975288476404037e-6,2.625939732268158e-4,4.74443408591992e-4,7.068217117808088e-4,9.240920876137842e-4,1.7168255257372916e-4,4.979216879065474e-4,9.504094419852966e-4,5.005384184900093e-4,2.3941627833196045e-4,7.040772682743718e-4,9.293399166440982e-4,3.783716520571936e-4
Lower Kusko,Within_Quartile_Proportion,0.002432521863605538,0.0022756948959439935,0.00241732016978956,0.0028206630396184714,0.0013085508616970463,0.0026085975251259825,0.0024216449270591175,0.0030106470902785598,0.001929405927905709,0.002281257144586266,0.0026717094502722288,0.0012531744003071563,0.0021270387867390475,0.0019471715260877642,0.002402324143496778,0.002728648293576764,0.001256048317430573,0.002263878490481998,0.0022828803119363003,0.002204499012188647,0.002531990480965658,0.0022704342315343572,0.0022447862135655866,0.0020865629881267654
Middle Kusko Main,Total_Run_Proportion,0.00402615054650065,0.014990244596719833,0.030910029830102555,0.020326480513580943,0.006186019464402965,0.015571106809302359,0.04057611461370596,0.016325199363399195,0.01433562339237137,0.031194076118787935,0.025691822727291595,2.0828556894217446e-4,0.008977872102910983,0.020890372059887512,0.021204043408171593,0.019151275657941152,0.006345095281242003,0.015037473434556485,0.02728480701562907,0.01833508095952847,0.006407037670702931,0.02204945680000421,0.030978835958278206,0.014077443031163414
Middle Kusko Main,Within_Quartile_Proportion,0.09354139117006988,0.056547305777652976,0.07188394775039365,0.07762125590053988,0.06554568587931549,0.05949382668547657,0.08608945711150703,0.0945997143686749,0.06274722783302962,0.0769496454722277,0.07093648930931828,0.05246291630920646,0.07272170777803684,0.08573654287897116,0.07206765803906287,0.05654966246794626,0.04642141051880089,0.0683702146070732,0.06553801551134487,0.08075237857987977,0.06775879445805663,0.07110276635995462,0.07482823305660755,0.07763126924701165
N. Fork Kusko,Total_Run_Proportion,2.206135330078115e-4,0.0011520120005272905,0.0015728437340794311,8.286888523729186e-4,0.0012913918540855755,0.001805356601138086,0.0012874639950319082,3.0240635887984806e-4,0.0014362601727948392,0.0011151401085696825,4.750779442110522e-4,0,0.0011438445323279835,0.0013360771271715838,8.43098778644135e-4,5.652322117425283e-4,0.002434659274069458,9.782669738607934e-4,6.845021880189801e-4,3.6839849069603787e-4,4.40399206761357e-4,0.0012080459743562233,0.0010599441924779595,2.660463394727994e-4
N. Fork Kusko,Within_Quartile_Proportion,0.005125614790145173,0.004345704596948137,0.0036577841374320157,0.0031645355145956317,0.0136833007561784,0.006897876563882023,0.0027315842691717366,0.0017523556396770454,0.006286531239222001,0.0027508311411286192,0.001311715477268237,0,0.009265260951588935,0.005483417603811471,0.0028654984949267417,0.0016690110549788311,0.01781223332754443,0.004447843132488793,0.0016441719741774454,0.0016225210270196546,0.004657522066225041,0.0038955794442390767,0.0025602560137687825,0.0014671353999496795
Oskakawlik,Total_Run_Proportion,8.799238787944146e-4,0.0032818873582058272,0.005861130187108541,0.004080181013727578,9.726811576435634e-4,0.0020960248463505714,0.007881750610490455,0.0027058154016137616,0.0019895734597456995,0.005917803614785936,0.006285666301669071,3.495846442143695e-5,0.0014976319613477535,0.0030092678559279578,0.004178638748904376,0.004177723295339597,5.277397698363977e-4,0.002403878007797559,0.006227662242612427,0.003840446177204427,8.160950068808778e-4,0.0038645852092453192,0.005896332328155305,0.003213572193974834
Oskakawlik,Within_Quartile_Proportion,0.020443672633586187,0.012380177439725552,0.01363056517396336,0.015581092574066924,0.01030631312858097,0.008008456975115999,0.016722538311152464,0.01567940203541419,0.008708391379453046,0.014598056643767001,0.017355059045174096,0.008805329157246567,0.012130976316410925,0.01235038906078082,0.014202230330690757,0.012335932418056382,0.003861001831619065,0.010929605694574601,0.014958823949971764,0.016914305658197588,0.008630761464435232,0.012462107420762076,0.014242372767802868,0.017721520000678188
S. Fork Kusko,Total_Run_Proportion,5.146283141908344e-4,0.004591931492956276,0.00659506434991726,0.0033117765419022407,0.0020876097598497424,0.005359936756250503,0.004797710295059249,0.0015811438942159133,0.0049015118834869744,0.005737239906286509,0.0036275564502946042,0,0.002973340029614016,0.004652078042564672,0.004251102052658272,0.004906672466576968,0.003866407237346882,0.003990841022558242,0.0047983955712535544,0.0022123275346048483,0.0022449536764858036,0.0056216075495250685,0.005937870010632711,0.0019131319256620424
S. Fork Kusko,Within_Quartile_Proportion,0.011956594242795692,0.017322022503825796,0.01533739254687618,0.012646766579814148,0.022119848530239,0.020479157475882134,0.010179197259572597,0.009162262428717784,0.021453987347569668,0.014152641517469535,0.01001587633881355,0,0.024084366794245176,0.019092675201248268,0.014448516404284814,0.014488364993620573,0.028287057899406318,0.018144980163222933,0.01152573016911014,0.009743655400892037,0.023741916709562785,0.01812796803961,0.014342705504295514,0.010550130396361474
Stony,Total_Run_Proportion,0.004570250714540332,0.031142782240767834,0.049859554316737935,0.029595375047972085,0.010133699293045704,0.03201470994128774,0.05148995111128403,0.018959103870788148,0.02770321915182036,0.045676940431710104,0.042312955935555945,3.846811332550938e-4,0.011895396768173484,0.026236302207925555,0.0367491602364321,0.04250624847776909,0.01552975403131294,0.02580074962133176,0.05009420757592147,0.024333465917514972,0.01067014318147374,0.03488495876152421,0.043965050486084706,0.02107330884348166
Stony,Within_Quartile_Proportion,0.10618271842956267,0.11747909907493526,0.11595270587127696,0.1130166227515989,0.10737442300006068,0.12232127285228721,0.1092451058971317,0.10986241398580704,0.12125738492493117,0.11267602089228762,0.11682832231205592,0.09689338633583193,0.09635396425378225,0.10767686869276161,0.12490192847470172,0.12551195268288975,0.11361737770507785,0.11730712584868871,0.12032611963349053,0.10717079767845773,0.1128440436642841,0.11249334143672989,0.10619595418462276,0.11621057241235096
Swift,Total_Run_Proportion,0.0023107896928199457,0.021885662186143063,0.0310722881355072,0.014229698338358672,0.011865789790971273,0.026108839346443168,0.020953671194962067,0.006306705398191894,0.025997797753230092,0.026387654606933857,0.013649086645113872,0,0.015343046186635415,0.024021041126747085,0.021087082544159263,0.019965644053395713,0.02132357233356079,0.019435445835422907,0.020738854986293513,0.010071559179487453,0.010583609990618642,0.02737454269111279,0.027143388968214117,0.008632798954583534
Swift,Within_Quartile_Proportion,0.05368763042298744,0.08255870835203397,0.07226129347318579,0.054339316409018575,0.1257272685326169,0.09975622041897915,0.04445694702020511,0.036545497301180244,0.11379273116556897,0.06509314970941521,0.03768585433428872,0,0.12428028695659905,0.09858517678176565,0.07167013501058458,0.05895431992837083,0.15600558559773275,0.08836628098031316,0.04981466055452329,0.044357718493136376,0.11192889613522258,0.08827454258085964,0.06556385263781747,0.047606311637349345
Takotna and Nixon Fork,Total_Run_Proportion,0.001435555187783703,0.014826406581783878,0.023029512362407863,0.013659805418761533,0.0025081880469708896,0.01628946701296506,0.024462955276592688,0.008877156192164089,0.011550026315214448,0.021933911288814344,0.023496423524362358,0,0.0037169074967993796,0.01169069457703584,0.015165896833213748,0.025978769325549007,0.0066348971607635265,0.01239796473916707,0.024242489251460924,0.00981215631281627,0.006124503027860545,0.0167312355055996,0.022804268916005257,0.007948077330382027
Takotna and Nixon Fork,Within_Quartile_Proportion,0.033352908147811736,0.05592926393925529,0.05355712280044979,0.052163051604179465,0.02657620248352608,0.062238525439255496,0.05190251849282667,0.05144050136794057,0.050554629738941835,0.054106641628568757,0.06487487531869841,0,0.030107341441475595,0.04797998494309152,0.05154538904643753,0.07670980580780631,0.048541632741177926,0.056369277298928315,0.058230378381850786,0.04321524202737268,0.06477079785563662,0.05395312636762076,0.05508286855679616,0.0438303554036804
Tatlawiksuk,Total_Run_Proportion,9.506768530903349e-4,0.009220215026543464,0.012645167690801222,0.005958134918620944,0.005586182529874574,0.010969882906034517,0.007730715750439045,0.0021549886776680172,0.011266475628619089,0.01069626831956138,0.004334371100124523,0,0.007527359334222901,0.010142146335476327,0.00803419826925133,0.007220720599246445,0.009305442175346701,0.008181429245862282,0.007232712558804691,0.004092733906158159,0.004476923566985109,0.011525298783657722,0.01143878725431771,0.003543838542803305
Tatlawiksuk,Within_Quartile_Proportion,0.022087508741705127,0.03478117485526241,0.029407431134061215,0.022752483633318513,0.0591899471824593,0.041913546696738094,0.016402090943765848,0.012487523664315985,0.04931352434386847,0.02638558846659785,0.011967429188275957,0,0.06097240187528918,0.04162456090698485,0.02730638880239692,0.021321259218229513,0.06807963192574427,0.03719814207929074,0.0173729514596353,0.01802544524053702,0.04734652102435552,0.037165569840383814,0.02762996775294618,0.019542802160540152
Tuluksak,Total_Run_Proportion,0.0037876071375764113,0.012301311695822298,0.021829906031571093,0.01612119101440529,0.003803883014365722,0.007972271447528602,0.03028808058774526,0.010473040003974489,0.007689475693968986,0.022958406997949554,0.023885128118855143,1.433924835994833e-4,0.006074658699289284,0.011200453383901089,0.017126149727047863,0.01567012659013703,0.0019178485377874107,0.009096817632287781,0.023842645971599172,0.015268743675109088,0.0031945751082541425,0.01503761831711569,0.021797158458442153,0.011979689191235475
Tuluksak,Within_Quartile_Proportion,0.0879992033985222,0.04640391485553868,0.050767334525223494,0.06156240832319998,0.04030509807090324,0.030460322544668964,0.06426155977654405,0.060688177270834934,0.033656944667140976,0.056633870878941964,0.06594810938248612,0.036117662422102216,0.04920537402596641,0.045967977451997405,0.058207836981649476,0.046270566270858085,0.014031189499818587,0.041360097922545,0.05726995615629957,0.06724744616144067,0.03378481121327148,0.048491728005374025,0.05265023047659937,0.06606302544017192
Upper Kusko Main,Total_Run_Proportion,0.0023111454437649073,0.021104684510828073,0.03044635603866734,0.01472388387407885,0.008975613068404562,0.021989761400552924,0.025576834093721208,0.007023648234012688,0.021302291921866563,0.027644423809070548,0.021232956865356475,0,0.01209008576755679,0.019985868914796198,0.019947551669822577,0.024232089586415387,0.016090461170619963,0.01704741608876752,0.02566510304255873,0.012321096955533937,0.008914077692325072,0.02457222843536661,0.029939443924069276,0.010441847065574805
Upper Kusko Main,Within_Quartile_Proportion,0.05369589574687849,0.07961264679002224,0.07080563424568422,0.05622647547252957,0.09510359903348616,0.08401811570889174,0.054265810877214105,0.04069996953625567,0.09324043524318323,0.06819335194578124,0.05862532346078317,0,0.09793096561428996,0.08202435563496314,0.06779713212166412,0.07155223033075726,0.11771957241467401,0.07750873187291435,0.06164749196649935,0.05426525729931984,0.09427245307130153,0.07923793466798522,0.07231762002138241,0.057582462893956785
