"OBJECTID","validityDa","datasetNam","provinceCo","province_1","province_2","province_3","edition","version","SHAPE_Leng","SHAPE_Area","dissolve","TNMID","MetaSource","SourceData","SourceOrig","SourceFeat","LoadDate","GNIS_ID","AreaAcres","AreaSqKm","States","HUC8","Name","layer","path","total_production","production_proportion","total_stream_length","production_per_meter","production_per_meter_norm","percent_of_total_run","year","watershed","analysis_type","quartile"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",248.723303519269,0.00609800589075907,1884947.19905091,0.000131952398265853,0.0307917097241743,0.281736419358302,"2017","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",3256.90584169617,0.0798503024336528,928823.473467058,0.00350648528459233,0.818254752882327,3.68919589376364,"2017","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",7102.63520193377,0.17413692520351,6220318.78018474,0.00114184424511485,0.266454698875254,8.04537002157507,"2017","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",686.989374868867,0.0168430749976537,725260.727941768,0.000947230903868858,0.221040764828941,0.7781736728089,"2017","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",7010.52858365177,0.171878726261495,1798877.0674296,0.00389716935669709,0.909422709662248,7.94103806527343,"2017","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",5537.23994277827,0.203711759605521,2237206.12572435,0.00247506918522559,0.826967882738606,6.27219939801602,"2017","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1505.11436640313,0.0553722611185403,770363.487306015,0.00195377168207512,0.652792431389363,1.70488863051911,"2017","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",7136.40485034859,0.262544084118643,2914112.91565278,0.00244891157511993,0.818228125653955,8.08362192516739,"2017","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",187.517800342638,0.00689866819207932,1884947.19905091,9.94817257677325e-05,0.0332387444441582,0.212407092085711,"2017","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1479.67805780058,0.0544364744745009,928823.473467058,0.00159306703595391,0.532274120516512,1.67607615333673,"2017","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",5582.35884991112,0.205371657326857,6220318.78018474,0.000897439351130059,0.299851626176942,6.32330695071055,"2017","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",369.485756955964,0.0135931609387532,725260.727941768,0.000509452315175724,0.170217747831865,0.41852770808265,"2017","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",5383.93967956711,0.198071934225105,1798877.0674296,0.00299294475261735,1,6.09855154663787,"2017","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1993.09653708037,0.182994734527165,2237206.12572435,0.000890886411476749,0.586833806959647,2.25764081550545,"2017","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",506.596167835874,0.0465127651977186,770363.487306015,0.000657606670336176,0.433170627438073,0.573836823358446,"2017","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2213.84190755668,0.2032623129996,2914112.91565278,0.000759696680133879,0.500418110765185,2.50768578269566,"2017","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",55.9441611773617,0.00513647318759225,1884947.19905091,2.96794314480163e-05,0.019550072288303,0.0633696458317284,"2017","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",247.799032359143,0.0227514911089434,928823.473467058,0.00026678808130696,0.175735383757068,0.280689469420416,"2017","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",3047.2481605633,0.279780912668451,6220318.78018474,0.000489886172758624,0.322691831453911,3.45171028812249,"2017","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",96.1071048213666,0.00882400516270191,725260.727941768,0.000132513868625027,0.0872879157189889,0.10886342857362,"2017","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2730.91821957758,0.250737305147828,1798877.0674296,0.00151812387239989,1,3.09339378280061,"2017","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2263.8349077147,0.15496608450869,2237206.12572435,0.00101190269492121,0.497869335089609,2.47846790066503,"2019","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",755.574311783552,0.0517212594670359,770363.487306015,0.000980802341016731,0.482567554990409,0.827209913559036,"2019","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",5495.31428323574,0.376170247536904,2914112.91565278,0.00188575887149684,0.927817981119783,6.0163221304927,"2019","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",108.191584621012,0.00740602867654949,1884947.19905091,5.73976738847049e-05,0.0282404048097662,0.118449171665064,"2019","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1887.80250090765,0.129225572454261,928823.473467058,0.00203246639952043,1,2.06678405980496,"2019","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2014.66417271221,0.137909622906344,6220318.78018474,0.000323884393052341,0.159355349307995,2.20567341976704,"2019","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",317.530376954909,0.0217358779395021,725260.727941768,0.000437815484447965,0.215410933509784,0.347635264429799,"2019","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1765.67086197011,0.120865306510714,1798877.0674296,0.00098154059215011,0.482930784185023,1.93307318462993,"2019","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",3704.91059219733,0.18029955824757,2237206.12572435,0.00165604346850149,0.689453347023576,4.05617121032228,"2019","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1119.91057124264,0.0545004734249407,770363.487306015,0.00145374305726639,0.60523050004934,1.22608870151327,"2019","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",6999.60001829913,0.340635694115502,2914112.91565278,0.00240196595701618,1,7.66322840226964,"2019","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",229.330006537303,0.0111603499848737,1884947.19905091,0.000121663888862655,0.050651795670656,0.251072663437186,"2019","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2183.13459529831,0.106242294741537,928823.473467058,0.0023504300415118,0.978544277301752,2.39011643421487,"2019","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2964.29100997828,0.144257289431469,6220318.78018474,0.000476549693790812,0.198399853419572,3.24533387634597,"2019","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",385.253600525718,0.0187483752332269,725260.727941768,0.000531193246350229,0.221149365085132,0.42177929108908,"2019","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2962.20892710097,0.144155964820882,1798877.0674296,0.00164669892164096,0.685562972627037,3.24305439228981,"2019","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",8910.12834645801,0.245134673998609,2237206.12572435,0.00398270335665791,0.96118406446577,9.75489291301485,"2019","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2311.80942682688,0.063602299333589,770363.487306015,0.00300093328009528,0.724244059636184,2.53099085861757,"2019","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",8593.25729394103,0.236416945236686,2914112.91565278,0.00294884156608464,0.711672265828333,9.40797948322501,"2019","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",78.688794771155,0.00216487925914541,1884947.19905091,4.17458880602998e-05,0.01007493623482,0.0861492378784823,"2019","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1392.97572788742,0.0383234267415911,928823.473467058,0.00149972063333822,0.361941988851726,1.52504302156011,"2019","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",7187.39518364498,0.197738989466114,6220318.78018474,0.00115547055346117,0.27886080972857,7.86882832814038,"2019","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",419.919241448688,0.0115527815487851,725260.727941768,0.000578990734325827,0.139733396507422,0.459731563134525,"2019","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",7453.71672245608,0.20506600441548,1798877.0674296,0.00414353868722482,1,8.16039967150542,"2019","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",4775.10977421552,0.23669807430964,2237206.12572435,0.00213440760746597,0.849891998841572,5.22783541203195,"2019","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1040.69765893829,0.0515864856425655,770363.487306015,0.0013509176850757,0.537916997495393,1.13936565479485,"2019","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",4592.25672020829,0.227634206082179,2914112.91565278,0.00157586780372908,0.627489066725854,5.02764615646783,"2019","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",62.2002782293699,0.00308321416146593,1884947.19905091,3.29984194043676e-05,0.0131395205527245,0.0680974537845387,"2019","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",741.795371805473,0.0367701569891142,928823.473467058,0.000798639777089765,0.318007466863862,0.81212459955293,"2019","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",4242.09053197363,0.210276770051903,6220318.78018474,0.000681973172417964,0.271552416059252,4.64428089671312,"2019","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",202.016350672259,0.0100137763201559,725260.727941768,0.000278543071324936,0.110912052048425,0.221169414273288,"2019","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",4517.67624927781,0.223937316442977,1798877.0674296,0.00251138687077326,1,4.94599475044535,"2019","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1340.19388603318,0.100959863790612,2237206.12572435,0.000599048013780697,0.327191294856078,1.41946940924669,"2020","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",472.04519399289,0.0355602416823408,770363.487306015,0.000612756447795374,0.334678641734008,0.499967743203269,"2020","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",5114.39784900845,0.385279261148719,2914112.91565278,0.00175504450137712,0.958579729380152,5.41692613959952,"2020","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",249.130571985594,0.0187675745098275,1884947.19905091,0.000132168461859852,0.0721884877009077,0.263867213189874,"2020","Kusko","DOY_HUC","Q1"
