"Year","HUC.Name","HUC.Protection","Total.HUC.Contribution...10%","Closure.Window.Contribution...10%","10%","Rate_10%","Total.HUC.Contribution...20%","Closure.Window.Contribution...20%","20%","Rate_20%","Total.HUC.Contribution...30%","Closure.Window.Contribution...30%","30%","Rate_30%","Total.HUC.Contribution...40%","Closure.Window.Contribution...40%","40%","Rate_40%","Total.HUC.Contribution...50%","Closure.Window.Contribution...50%","50%","Rate_50%"
2020,"Stony River",19.2766248780634,43.0014846693282,8.28923489170433,0.0807233751219366,"8.1%",43.0014846693282,8.28923489170433,0.161446750243873,"16.1%",43.0014846693282,8.28923489170433,0.24217012536581,"24.2%",43.0014846693282,8.28923489170433,0.322893500487746,"32.3%",43.0014846693282,8.28923489170433,0.403616875609683,"40.4%"
2020,"Holitna River",4.06355031558971,25.1795387365497,1.0231832257931,0.0959364496844103,"9.6%",25.1795387365497,1.0231832257931,0.191872899368821,"19.2%",25.1795387365497,1.0231832257931,0.287809349053231,"28.8%",25.1795387365497,1.0231832257931,0.383745798737641,"38.4%",25.1795387365497,1.0231832257931,0.479682248422051,"48%"
2020,"Kuskokwim Delta",6.08372620335833,18.8383160242966,1.14607156824158,0.0939162737966417,"9.4%",18.8383160242966,1.14607156824158,0.187832547593283,"18.8%",18.8383160242966,1.14607156824158,0.281748821389925,"28.2%",18.8383160242966,1.14607156824158,0.375665095186567,"37.6%",18.8383160242966,1.14607156824158,0.469581368983208,"47%"
2020,"Aniak",24.6473320450989,10.8924761019058,2.68470475276976,0.0753526679549011,"7.5%",10.8924761019058,2.68470475276976,0.150705335909802,"15.1%",10.8924761019058,2.68470475276976,0.226058003864703,"22.6%",10.8924761019058,2.68470475276976,0.301410671819604,"30.1%",10.8924761019058,2.68470475276976,0.376763339774505,"37.7%"
2020,"Takotna River",0,1.77574119124877,0,0.1,"10%",1.77574119124877,0,0.2,"20%",1.77574119124877,0,0.3,"30%",1.77574119124877,0,0.4,"40%",1.77574119124877,0,0.5,"50%"
2020,"North Fork Kuskokwim River",22.7976821118463,0.312443276670996,0.07122982499529,0.0772023178881537,"7.7%",0.312443276670996,0.07122982499529,0.154404635776307,"15.4%",0.312443276670996,0.07122982499529,0.231606953664461,"23.2%",0.312443276670996,0.07122982499529,0.308809271552615,"30.9%",0.312443276670996,0.07122982499529,0.386011589440769,"38.6%"
2020,"Middle Fork Kuskokwim River",0,0,0,0.1,"10%",0,0,0.2,"20%",0,0,0.3,"30%",0,0,0.4,"40%",0,0,0.5,"50%"
2020,"South Fork Kuskokwim River",0,0,0,0.1,"10%",0,0,0.2,"20%",0,0,0.3,"30%",0,0,0.4,"40%",0,0,0.5,"50%"
2021,"Stony River",30.3049016735152,37.8895490353303,11.4823905796952,0.0696950983264848,"7%",37.8895490353303,11.4823905796952,0.13939019665297,"13.9%",37.8895490353303,11.4823905796952,0.209085294979454,"20.9%",37.8895490353303,11.4823905796952,0.278780393305939,"27.9%",37.8895490353303,11.4823905796952,0.348475491632424,"34.8%"
2021,"Holitna River",4.32474959872273,26.105994088331,1.12901887457768,0.0956752504012773,"9.6%",26.105994088331,1.12901887457768,0.191350500802555,"19.1%",26.105994088331,1.12901887457768,0.287025751203832,"28.7%",26.105994088331,1.12901887457768,0.382701001605109,"38.3%",26.105994088331,1.12901887457768,0.478376252006386,"47.8%"
2021,"Kuskokwim Delta",5.77943485083753,20.7317706298025,1.1981791769745,0.0942205651491625,"9.4%",20.7317706298025,1.1981791769745,0.188441130298325,"18.8%",20.7317706298025,1.1981791769745,0.282661695447487,"28.3%",20.7317706298025,1.1981791769745,0.37688226059665,"37.7%",20.7317706298025,1.1981791769745,0.471102825745812,"47.1%"
2021,"Aniak",4.15504840280194,13.5861516221844,0.564511175979822,0.0958449515971981,"9.6%",13.5861516221844,0.564511175979822,0.191689903194396,"19.2%",13.5861516221844,0.564511175979822,0.287534854791594,"28.8%",13.5861516221844,0.564511175979822,0.383379806388792,"38.3%",13.5861516221844,0.564511175979822,0.47922475798599,"47.9%"
2021,"Takotna River",29.1436567598337,1.2140179781512,0.35380923255506,0.0708563432401663,"7.1%",1.2140179781512,0.35380923255506,0.141712686480333,"14.2%",1.2140179781512,0.35380923255506,0.212569029720499,"21.3%",1.2140179781512,0.35380923255506,0.283425372960665,"28.3%",1.2140179781512,0.35380923255506,0.354281716200831,"35.4%"
2021,"North Fork Kuskokwim River",81.5994876193032,0.472516646200613,0.385571162215616,0.0184005123806968,"1.8%",0.472516646200613,0.385571162215616,0.0368010247613936,"3.7%",0.472516646200613,0.385571162215616,0.0552015371420904,"5.5%",0.472516646200613,0.385571162215616,0.0736020495227872,"7.4%",0.472516646200613,0.385571162215616,0.092002561903484,"9.2%"
2021,"Middle Fork Kuskokwim River",0,0,0,0.1,"10%",0,0,0.2,"20%",0,0,0.3,"30%",0,0,0.4,"40%",0,0,0.5,"50%"
2021,"South Fork Kuskokwim River",0,0,0,0.1,"10%",0,0,0.2,"20%",0,0,0.3,"30%",0,0,0.4,"40%",0,0,0.5,"50%"
