mgmt_river,quartile_clean,mean_quartile_production,median_quartile_production,sd_quartile_production,min_quartile_production,max_quartile_production,cv_quartile_production,n_years
Middle Kusko Main,Q3,7.579281186378606,7.4825634243152095,0.7396324386512723,6.78723830546071,8.76550988033536,0.09758609298999632,5
Middle Kusko Main,Q4,7.11514441909609,7.938083846334459,1.5573085284256312,5.24629163092065,8.72779530574546,0.21887237091716996,5
Hoholitna,Q1,7.412030666253884,6.99418115949836,2.6068048488841598,4.52559150168589,10.6235819535068,0.3516991451145285,5
Hoholitna,Q2,9.118664027476903,8.99773650030599,1.280241961451727,7.87672876242162,11.0603840658345,0.1403979747026566,5
Hoholitna,Q3,10.28658425568473,9.59003189539135,1.554679229050155,8.78511651360422,12.1758721135464,0.1511365862959791,5
Hoholitna,Q4,7.490688879039486,8.30407535686938,4.5982702751672715,0,12.1603083239192,0.6138648059505172,5
Holitna,Q1,6.668798798056432,6.19833481255849,2.2818596964489166,4.23177925317351,9.11343815860752,0.34216952191059447,5
Holitna,Q2,8.799204096109463,8.280965931513471,1.7075154308083462,7.09486493996021,10.9824371591263,0.19405339530234536,5
Holitna,Q3,10.903470937477435,10.3955583180926,1.570086342339433,9.51799045993838,13.608829125591198,0.1439987643698603,5
Holitna,Q4,10.013763126612817,10.995286703953699,2.8803829406759194,5.06722193069949,12.4987300986517,0.2876424081792932,5
Stony,Q1,10.78994678271581,10.4973985373731,1.2425601852805555,9.63539642537822,12.446965112415601,0.11515906522087639,5
Stony,Q2,11.53049997124392,11.513713381046,0.5888335934455067,10.767686869276199,12.2287466788476,0.051067481454751075,5
Stony,Q3,11.38796559891858,11.3018699112556,0.7183493074799682,10.6391592334732,12.4901928474702,0.06307968716977717,5
Stony,Q4,11.200010843657319,11.209839706515801,1.0293996910403098,9.68933863358319,12.551195268289,0.09191059771368609,5
Swift,Q1,11.14673532565495,11.592765798014,3.2494709107831627,5.72704081488185,14.443041301606998,0.29151772387600255,5
Swift,Q2,8.545741596152874,9.05779741481185,1.3698980580203073,6.88624241733186,9.85851767817656,0.160301834850355,5
Swift,Q3,6.113947793248018,6.64684139550073,1.6094721977509625,4.0314413270703,7.86364857970575,0.26324598314830144,5
Swift,Q4,3.81957636306903,4.50116542750175,2.323262113239184,0,5.89543199283708,0.6082512541711412,5
Tatlawiksuk,Q1,5.0463195734299635,5.0480232982188,1.6217230231688906,2.5187071325725,6.76841649208136,0.32136748368209506,5
Tatlawiksuk,Q2,3.558066853076716,3.83313653031213,0.6388445932384699,2.78205698760163,4.16245609069849,0.17954822650003074,5
Tatlawiksuk,Q3,2.406377373532996,2.73063888023969,0.7678514545525307,1.3649161695788499,3.25693482379793,0.31909020712956015,5
Tatlawiksuk,Q4,1.457367697772166,1.83619972418249,0.9214996816489249,0,2.2034969785206497,0.6323041762607979,5
Takotna and Nixon Fork,Q1,3.98933582267046,3.01073414414756,2.3711401619746675,1.37788514415558,7.52813039089064,0.5943696563473133,5
Takotna and Nixon Fork,Q2,5.5226253569190575,5.69279381321241,0.4725626161702611,4.79799849430915,5.94623847895108,0.08556847253421018,5
Takotna and Nixon Fork,Q3,5.44736849269915,5.39286381362259,0.3871027949224729,5.09220406360863,6.06108725510174,0.07106234789170009,5
Takotna and Nixon Fork,Q4,4.4771266939473,5.065232506368321,2.804046079962949,0,7.67098058078063,0.6263048315683772,5
Big River,Q1,11.548954593288588,12.7563821604327,4.349078534875798,4.5690934013733395,16.1041231152881,0.3765776806675789,5
Big River,Q2,8.9524416781139209,9.03179464525183,1.7747024178354438,7.02665748295161,10.7196172942895,0.19823669135695882,5
Big River,Q3,6.126201934062514,6.68792358270643,1.9978858033778155,3.33319964127754,7.998205591053339,0.32612144112803393,5
Big River,Q4,3.514133349485884,4.15851993898574,2.1904119315334603,0,5.62605258910724,0.6233149723398848,5
Upper Kusko Main,Q1,9.092429393763837,9.793096561429,2.0740785339703494,5.50424129382709,10.795530097916101,0.2281104910633547,5
Upper Kusko Main,Q2,7.75609949256928,8.02312371226312,0.4986919008646241,7.043535833734301,8.20243556349631,0.0642967385014072,5
Upper Kusko Main,Q3,6.6022778818370185,6.779713212166411,0.8589198013192277,5.49912331168815,7.502662572210041,0.13009446386407503,5
Upper Kusko Main,Q4,4.523375695087604,5.44533382874974,2.7058444661561376,0,7.15522303307573,0.5981914058331902,5
S. Fork Kusko,Q1,2.14917797404994,2.4084366794245202,0.5775394544357548,1.14115212262034,2.51886101649733,0.26872574603369476,5
S. Fork Kusko,Q2,1.756934484846768,1.85709413641845,0.2139959518387044,1.48186718839624,1.9606054377276398,0.12180075790211846,5
S. Fork Kusko,Q3,1.333976404292832,1.44485164042848,0.26523062836322436,1.02535669080951,1.65358200070485,0.19882707633335428,5
S. Fork Kusko,Q4,0.9105653322531351,1.00110798265391,0.5538180352356832,0,1.4488364993620602,0.6082133984447841,5
E. Fork Kuskokwim River,Q1,0.6762144240459628,0.82604961251584,0.39900569252128604,0.19756747448308598,1.11415597567335,0.5900579436533364,5
E. Fork Kuskokwim River,Q2,0.28726251751101,0.260884846106002,0.044457105328931566,0.25130179888215004,0.343840372944682,0.15476124666082705,5
E. Fork Kuskokwim River,Q3,0.15235143144095362,0.120301498955165,0.09520079486218717,0.071835784531341,0.29750653901226404,0.6248762742940414,5
E. Fork Kuskokwim River,Q4,0.12167407929341781,0.071351084797866,0.14946773578546838,0,0.36221148185365704,1.2284270951829106,5
N. Fork Kusko,Q1,0.8074899511924682,0.631872806008561,0.4660676956046365,0.455449190599372,1.56697955695146,0.5771807994840886,5
N. Fork Kusko,Q2,0.4878684248646962,0.40309530679814803,0.14313494467793386,0.37242324177842,0.71268448723433,0.29338841659537696,5
N. Fork Kusko,Q3,0.2791429434699694,0.286549849492674,0.09120134015383165,0.14779576537706798,0.40248739247882903,0.3267191318545483,5
N. Fork Kusko,Q4,0.1535385013216518,0.156468519357428,0.10885385061984854,0,0.306473990145916,0.7089677812590326,5
